observation_date,Labor_Rate_Names,Labor_Rate_Values,State,DISCWORK,ALLMARGAT,CIVLF,EMPLOY,INVOLPTEMP,UNEMPLOY,UNEMP15,JOBLOS
01-10-2005,INVOLPTEMP_Rate,2.504281960,NewYork,38800,114500,9399900,8929800,235400,470100,204000,251000
01-10-2005,UNEMP15_Rate,2.170235854,NewYork,38800,114500,9399900,8929800,235400,470100,204000,251000
01-10-2005,UNEMPLOY_Rate,5.001117033,NewYork,38800,114500,9399900,8929800,235400,470100,204000,251000
01-10-2005,JOBLOS_Rate,2.670241173,NewYork,38800,114500,9399900,8929800,235400,470100,204000,251000
01-01-2006,ALLMARGAT_Rate,1.163441928,NewYork,34900,110100,9463300,9000000,229300,463300,192200,234500
01-01-2006,EMPLOY_Rate,95.104244819,NewYork,34900,110100,9463300,9000000,229300,463300,192200,234500
01-01-2006,INVOLPTEMP_Rate,2.423044815,NewYork,34900,110100,9463300,9000000,229300,463300,192200,234500
01-01-2006,UNEMP15_Rate,2.031003984,NewYork,34900,110100,9463300,9000000,229300,463300,192200,234500
01-01-2006,UNEMPLOY_Rate,4.895755181,NewYork,34900,110100,9463300,9000000,229300,463300,192200,234500
01-01-2006,JOBLOS_Rate,2.477993934,NewYork,34900,110100,9463300,9000000,229300,463300,192200,234500
01-04-2006,ALLMARGAT_Rate,1.198133434,NewYork,39000,114000,9514800,9058100,232900,456700,177400,232000
01-04-2006,EMPLOY_Rate,95.200109303,NewYork,39000,114000,9514800,9058100,232900,456700,177400,232000
01-04-2006,INVOLPTEMP_Rate,2.447765586,NewYork,39000,114000,9514800,9058100,232900,456700,177400,232000
01-04-2006,UNEMP15_Rate,1.864463783,NewYork,39000,114000,9514800,9058100,232900,456700,177400,232000
01-04-2006,UNEMPLOY_Rate,4.799890697,NewYork,39000,114000,9514800,9058100,232900,456700,177400,232000
01-04-2006,JOBLOS_Rate,2.438306638,NewYork,39000,114000,9514800,9058100,232900,456700,177400,232000
01-07-2006,ALLMARGAT_Rate,1.215274121,NewYork,39400,115400,9495800,9048600,228200,447200,172700,216700
01-07-2006,EMPLOY_Rate,95.290549506,NewYork,39400,115400,9495800,9048600,228200,447200,172700,216700
01-07-2006,INVOLPTEMP_Rate,2.403167716,NewYork,39400,115400,9495800,9048600,228200,447200,172700,216700
01-07-2006,UNEMP15_Rate,1.818698793,NewYork,39400,115400,9495800,9048600,228200,447200,172700,216700
01-07-2006,UNEMPLOY_Rate,4.709450494,NewYork,39400,115400,9495800,9048600,228200,447200,172700,216700
01-07-2006,JOBLOS_Rate,2.282061543,NewYork,39400,115400,9495800,9048600,228200,447200,172700,216700
01-10-2006,ALLMARGAT_Rate,1.134874678,NewYork,36800,107400,9463600,9042600,212000,421000,159900,206300
01-10-2006,EMPLOY_Rate,95.551375798,NewYork,36800,107400,9463600,9042600,212000,421000,159900,206300
01-10-2006,INVOLPTEMP_Rate,2.240162306,NewYork,36800,107400,9463600,9042600,212000,421000,159900,206300
01-10-2006,UNEMP15_Rate,1.689631853,NewYork,36800,107400,9463600,9042600,212000,421000,159900,206300
01-10-2006,UNEMPLOY_Rate,4.448624202,NewYork,36800,107400,9463600,9042600,212000,421000,159900,206300
01-10-2006,JOBLOS_Rate,2.179931527,NewYork,36800,107400,9463600,9042600,212000,421000,159900,206300
01-01-2007,ALLMARGAT_Rate,1.106166561,NewYork,37200,104400,9438000,9017100,211000,420900,164800,210100
01-01-2007,EMPLOY_Rate,95.540368722,NewYork,37200,104400,9438000,9017100,211000,420900,164800,210100
01-01-2007,INVOLPTEMP_Rate,2.235643145,NewYork,37200,104400,9438000,9017100,211000,420900,164800,210100
01-01-2007,UNEMP15_Rate,1.746132655,NewYork,37200,104400,9438000,9017100,211000,420900,164800,210100
01-01-2007,UNEMPLOY_Rate,4.459631278,NewYork,37200,104400,9438000,9017100,211000,420900,164800,210100
01-01-2007,JOBLOS_Rate,2.226107226,NewYork,37200,104400,9438000,9017100,211000,420900,164800,210100
01-04-2007,ALLMARGAT_Rate,1.088909920,NewYork,35300,102400,9403900,8986500,202300,417400,160700,204100
01-04-2007,EMPLOY_Rate,95.561416008,NewYork,35300,102400,9403900,8986500,202300,417400,160700,204100
01-04-2007,INVOLPTEMP_Rate,2.151235126,NewYork,35300,102400,9403900,8986500,202300,417400,160700,204100
01-04-2007,UNEMP15_Rate,1.708865471,NewYork,35300,102400,9403900,8986500,202300,417400,160700,204100
01-04-2007,UNEMPLOY_Rate,4.438583992,NewYork,35300,102400,9403900,8986500,202300,417400,160700,204100
01-04-2007,JOBLOS_Rate,2.170376121,NewYork,35300,102400,9403900,8986500,202300,417400,160700,204100
01-07-2007,ALLMARGAT_Rate,1.087418231,NewYork,36000,102400,9416800,8999000,215700,417800,159600,215700
01-07-2007,EMPLOY_Rate,95.563248662,NewYork,36000,102400,9416800,8999000,215700,417800,159600,215700
01-07-2007,INVOLPTEMP_Rate,2.290587036,NewYork,36000,102400,9416800,8999000,215700,417800,159600,215700
01-07-2007,UNEMP15_Rate,1.694843259,NewYork,36000,102400,9416800,8999000,215700,417800,159600,215700
01-07-2007,UNEMPLOY_Rate,4.436751338,NewYork,36000,102400,9416800,8999000,215700,417800,159600,215700
01-07-2007,JOBLOS_Rate,2.290587036,NewYork,36000,102400,9416800,8999000,215700,417800,159600,215700
01-10-2007,ALLMARGAT_Rate,1.104119296,NewYork,35800,104400,9455500,9019900,229700,435600,171300,221400
01-10-2007,EMPLOY_Rate,95.393157422,NewYork,35800,104400,9455500,9019900,229700,435600,171300,221400
01-10-2007,INVOLPTEMP_Rate,2.429273968,NewYork,35800,104400,9455500,9019900,229700,435600,171300,221400
01-10-2007,UNEMP15_Rate,1.811644017,NewYork,35800,104400,9455500,9019900,229700,435600,171300,221400
01-10-2007,UNEMPLOY_Rate,4.606842578,NewYork,35800,104400,9455500,9019900,229700,435600,171300,221400
01-10-2007,JOBLOS_Rate,2.341494368,NewYork,35800,104400,9455500,9019900,229700,435600,171300,221400
01-01-2008,ALLMARGAT_Rate,1.116003083,NewYork,35000,105700,9471300,9026600,234900,444700,168100,235100
01-01-2008,EMPLOY_Rate,95.304762810,NewYork,35000,105700,9471300,9026600,234900,444700,168100,235100
01-01-2008,INVOLPTEMP_Rate,2.480124165,NewYork,35000,105700,9471300,9026600,234900,444700,168100,235100
01-01-2008,UNEMP15_Rate,1.774835556,NewYork,35000,105700,9471300,9026600,234900,444700,168100,235100
01-01-2008,UNEMPLOY_Rate,4.695237190,NewYork,35000,105700,9471300,9026600,234900,444700,168100,235100
01-01-2008,JOBLOS_Rate,2.482235807,NewYork,35000,105700,9471300,9026600,234900,444700,168100,235100
01-04-2008,ALLMARGAT_Rate,1.127337676,NewYork,35700,107300,9518000,9055600,252100,462400,178900,246300
01-04-2008,EMPLOY_Rate,95.141836520,NewYork,35700,107300,9518000,9055600,252100,462400,178900,246300
01-04-2008,INVOLPTEMP_Rate,2.648665686,NewYork,35700,107300,9518000,9055600,252100,462400,178900,246300
01-04-2008,UNEMP15_Rate,1.879596554,NewYork,35700,107300,9518000,9055600,252100,462400,178900,246300
01-04-2008,UNEMPLOY_Rate,4.858163480,NewYork,35700,107300,9518000,9055600,252100,462400,178900,246300
01-04-2008,JOBLOS_Rate,2.587728514,NewYork,35700,107300,9518000,9055600,252100,462400,178900,246300
01-07-2008,ALLMARGAT_Rate,1.137337710,NewYork,38700,108800,9566200,9079500,269100,486700,186200,256700
01-07-2008,EMPLOY_Rate,94.912295373,NewYork,38700,108800,9566200,9079500,269100,486700,186200,256700
01-07-2008,INVOLPTEMP_Rate,2.813029207,NewYork,38700,108800,9566200,9079500,269100,486700,186200,256700
01-07-2008,UNEMP15_Rate,1.946436412,NewYork,38700,108800,9566200,9079500,269100,486700,186200,256700
01-07-2008,UNEMPLOY_Rate,5.087704627,NewYork,38700,108800,9566200,9079500,269100,486700,186200,256700
01-07-2008,JOBLOS_Rate,2.683406159,NewYork,38700,108800,9566200,9079500,269100,486700,186200,256700
01-10-2008,ALLMARGAT_Rate,1.153709990,NewYork,42600,110800,9603800,9074200,294700,529600,202500,298900
01-10-2008,EMPLOY_Rate,94.485516150,NewYork,42600,110800,9603800,9074200,294700,529600,202500,298900
01-10-2008,INVOLPTEMP_Rate,3.068577022,NewYork,42600,110800,9603800,9074200,294700,529600,202500,298900
01-10-2008,UNEMP15_Rate,2.108540369,NewYork,42600,110800,9603800,9074200,294700,529600,202500,298900
01-10-2008,UNEMPLOY_Rate,5.514483850,NewYork,42600,110800,9603800,9074200,294700,529600,202500,298900
01-10-2008,JOBLOS_Rate,3.112309711,NewYork,42600,110800,9603800,9074200,294700,529600,202500,298900
01-01-2009,ALLMARGAT_Rate,1.285352360,NewYork,51000,124300,9670500,9071600,342100,598900,242100,351100
01-01-2009,EMPLOY_Rate,93.806938628,NewYork,51000,124300,9670500,9071600,342100,598900,242100,351100
01-01-2009,INVOLPTEMP_Rate,3.537562691,NewYork,51000,124300,9670500,9071600,342100,598900,242100,351100
01-01-2009,UNEMP15_Rate,2.503489995,NewYork,51000,124300,9670500,9071600,342100,598900,242100,351100
01-01-2009,UNEMPLOY_Rate,6.193061372,NewYork,51000,124300,9670500,9071600,342100,598900,242100,351100
01-01-2009,JOBLOS_Rate,3.630629233,NewYork,51000,124300,9670500,9071600,342100,598900,242100,351100
01-04-2009,ALLMARGAT_Rate,1.423542490,NewYork,54600,138300,9715200,9041800,388700,673500,305500,406600
01-04-2009,EMPLOY_Rate,93.068593544,NewYork,54600,138300,9715200,9041800,388700,673500,305500,406600
01-04-2009,INVOLPTEMP_Rate,4.000946970,NewYork,54600,138300,9715200,9041800,388700,673500,305500,406600
01-04-2009,UNEMP15_Rate,3.144556983,NewYork,54600,138300,9715200,9041800,388700,673500,305500,406600
01-04-2009,UNEMPLOY_Rate,6.932435771,NewYork,54600,138300,9715200,9041800,388700,673500,305500,406600
01-04-2009,JOBLOS_Rate,4.185194335,NewYork,54600,138300,9715200,9041800,388700,673500,305500,406600
01-07-2009,ALLMARGAT_Rate,1.592435163,NewYork,58500,155100,9739800,8987100,414000,752700,371100,463900
01-07-2009,EMPLOY_Rate,92.271915234,NewYork,58500,155100,9739800,8987100,414000,752700,371100,463900
01-07-2009,INVOLPTEMP_Rate,4.250600628,NewYork,58500,155100,9739800,8987100,414000,752700,371100,463900
01-07-2009,UNEMP15_Rate,3.810139839,NewYork,58500,155100,9739800,8987100,414000,752700,371100,463900
01-07-2009,UNEMPLOY_Rate,7.728084766,NewYork,58500,155100,9739800,8987100,414000,752700,371100,463900
01-07-2009,JOBLOS_Rate,4.762931477,NewYork,58500,155100,9739800,8987100,414000,752700,371100,463900
01-10-2009,ALLMARGAT_Rate,1.742928325,NewYork,66300,170000,9753700,8942000,436500,811700,437200,495200
01-10-2009,EMPLOY_Rate,91.678029876,NewYork,66300,170000,9753700,8942000,436500,811700,437200,495200
01-10-2009,INVOLPTEMP_Rate,4.475224786,NewYork,66300,170000,9753700,8942000,436500,811700,437200,495200
01-10-2009,UNEMP15_Rate,4.482401550,NewYork,66300,170000,9753700,8942000,436500,811700,437200,495200
01-10-2009,UNEMPLOY_Rate,8.321970124,NewYork,66300,170000,9753700,8942000,436500,811700,437200,495200
01-10-2009,JOBLOS_Rate,5.077047684,NewYork,66300,170000,9753700,8942000,436500,811700,437200,495200
01-01-2010,ALLMARGAT_Rate,1.793726588,NewYork,71700,174300,9717200,8886200,450300,831000,472100,497900
01-01-2010,EMPLOY_Rate,91.448153789,NewYork,71700,174300,9717200,8886200,450300,831000,472100,497900
01-01-2010,INVOLPTEMP_Rate,4.634050961,NewYork,71700,174300,9717200,8886200,450300,831000,472100,497900
01-01-2010,UNEMP15_Rate,4.858395423,NewYork,71700,174300,9717200,8886200,450300,831000,472100,497900
01-01-2010,UNEMPLOY_Rate,8.551846211,NewYork,71700,174300,9717200,8886200,450300,831000,472100,497900
01-01-2010,JOBLOS_Rate,5.123904005,NewYork,71700,174300,9717200,8886200,450300,831000,472100,497900
01-04-2010,ALLMARGAT_Rate,1.771505625,NewYork,77500,172100,9714900,8877800,453600,837100,488600,503300
01-04-2010,EMPLOY_Rate,91.383338995,NewYork,77500,172100,9714900,8877800,453600,837100,488600,503300
01-04-2010,INVOLPTEMP_Rate,4.669116512,NewYork,77500,172100,9714900,8877800,453600,837100,488600,503300
01-04-2010,UNEMP15_Rate,5.029387848,NewYork,77500,172100,9714900,8877800,453600,837100,488600,503300
01-04-2010,UNEMPLOY_Rate,8.616661005,NewYork,77500,172100,9714900,8877800,453600,837100,488600,503300
01-04-2010,JOBLOS_Rate,5.180701809,NewYork,77500,172100,9714900,8877800,453600,837100,488600,503300
01-07-2010,ALLMARGAT_Rate,1.821416818,NewYork,88300,177100,9723200,8890800,451600,832500,494000,503800
01-07-2010,EMPLOY_Rate,91.439032417,NewYork,88300,177100,9723200,8890800,451600,832500,494000,503800
01-07-2010,INVOLPTEMP_Rate,4.644561461,NewYork,88300,177100,9723200,8890800,451600,832500,494000,503800
01-07-2010,UNEMP15_Rate,5.080631891,NewYork,88300,177100,9723200,8890800,451600,832500,494000,503800
01-07-2010,UNEMPLOY_Rate,8.561996051,NewYork,88300,177100,9723200,8890800,451600,832500,494000,503800
01-07-2010,JOBLOS_Rate,5.181421754,NewYork,88300,177100,9723200,8890800,451600,832500,494000,503800
01-10-2010,ALLMARGAT_Rate,1.838110080,NewYork,91800,178100,9689300,8864600,457100,824800,492600,503200
01-10-2010,EMPLOY_Rate,91.488549224,NewYork,91800,178100,9689300,8864600,457100,824800,492600,503200
01-10-2010,INVOLPTEMP_Rate,4.717575057,NewYork,91800,178100,9689300,8864600,457100,824800,492600,503200
01-10-2010,UNEMP15_Rate,5.083958594,NewYork,91800,178100,9689300,8864600,457100,824800,492600,503200
01-10-2010,UNEMPLOY_Rate,8.512482842,NewYork,91800,178100,9689300,8864600,457100,824800,492600,503200
01-10-2010,JOBLOS_Rate,5.193357621,NewYork,91800,178100,9689300,8864600,457100,824800,492600,503200
01-01-2011,ALLMARGAT_Rate,1.947010687,NewYork,91400,188200,9666100,8852300,461900,813900,501200,500700
01-01-2011,EMPLOY_Rate,91.580885776,NewYork,91400,188200,9666100,8852300,461900,813900,501200,500700
01-01-2011,INVOLPTEMP_Rate,4.778555984,NewYork,91400,188200,9666100,8852300,461900,813900,501200,500700
01-01-2011,UNEMP15_Rate,5.185131542,NewYork,91400,188200,9666100,8852300,461900,813900,501200,500700
01-01-2011,UNEMPLOY_Rate,8.420148767,NewYork,91400,188200,9666100,8852300,461900,813900,501200,500700
01-01-2011,JOBLOS_Rate,5.179958825,NewYork,91400,188200,9666100,8852300,461900,813900,501200,500700
01-04-2011,ALLMARGAT_Rate,1.947389249,NewYork,92600,187000,9602600,8803500,455200,799100,491400,492100
01-04-2011,EMPLOY_Rate,91.678295462,NewYork,92600,187000,9602600,8803500,455200,799100,491400,492100
01-04-2011,INVOLPTEMP_Rate,4.740382813,NewYork,92600,187000,9602600,8803500,455200,799100,491400,492100
01-04-2011,UNEMP15_Rate,5.117364047,NewYork,92600,187000,9602600,8803500,455200,799100,491400,492100
01-04-2011,UNEMPLOY_Rate,8.321704538,NewYork,92600,187000,9602600,8803500,455200,799100,491400,492100
01-04-2011,JOBLOS_Rate,5.124653740,NewYork,92600,187000,9602600,8803500,455200,799100,491400,492100
01-07-2011,ALLMARGAT_Rate,1.947398226,NewYork,89600,185700,9535800,8763000,440200,772800,477900,471200
01-07-2011,EMPLOY_Rate,91.895803184,NewYork,89600,185700,9535800,8763000,440200,772800,477900,471200
01-07-2011,INVOLPTEMP_Rate,4.616288093,NewYork,89600,185700,9535800,8763000,440200,772800,477900,471200
01-07-2011,UNEMP15_Rate,5.011640345,NewYork,89600,185700,9535800,8763000,440200,772800,477900,471200
01-07-2011,UNEMPLOY_Rate,8.104196816,NewYork,89600,185700,9535800,8763000,440200,772800,477900,471200
01-07-2011,JOBLOS_Rate,4.941378804,NewYork,89600,185700,9535800,8763000,440200,772800,477900,471200
01-10-2011,ALLMARGAT_Rate,1.980999222,NewYork,88800,188500,9515400,8743000,429200,772400,477700,465200
01-10-2011,EMPLOY_Rate,91.882632364,NewYork,88800,188500,9515400,8743000,429200,772400,477700,465200
01-10-2011,INVOLPTEMP_Rate,4.510582845,NewYork,88800,188500,9515400,8743000,429200,772400,477700,465200
01-10-2011,UNEMP15_Rate,5.020282910,NewYork,88800,188500,9515400,8743000,429200,772400,477700,465200
01-10-2011,UNEMPLOY_Rate,8.117367636,NewYork,88800,188500,9515400,8743000,429200,772400,477700,465200
01-10-2011,JOBLOS_Rate,4.888916914,NewYork,88800,188500,9515400,8743000,429200,772400,477700,465200
01-01-2012,ALLMARGAT_Rate,1.936829245,NewYork,89000,183900,9494900,8698600,406700,796300,488500,474600
01-01-2012,EMPLOY_Rate,91.613392453,NewYork,89000,183900,9494900,8698600,406700,796300,488500,474600
01-01-2012,INVOLPTEMP_Rate,4.283352115,NewYork,89000,183900,9494900,8698600,406700,796300,488500,474600
01-01-2012,UNEMP15_Rate,5.144867245,NewYork,89000,183900,9494900,8698600,406700,796300,488500,474600
01-01-2012,UNEMPLOY_Rate,8.386607547,NewYork,89000,183900,9494900,8698600,406700,796300,488500,474600
01-01-2012,JOBLOS_Rate,4.998472864,NewYork,89000,183900,9494900,8698600,406700,796300,488500,474600
01-04-2012,ALLMARGAT_Rate,1.905462958,NewYork,81600,181200,9509500,8685800,407100,823700,507000,480800
01-04-2012,EMPLOY_Rate,91.338135549,NewYork,81600,181200,9509500,8685800,407100,823700,507000,480800
01-04-2012,INVOLPTEMP_Rate,4.280982176,NewYork,81600,181200,9509500,8685800,407100,823700,507000,480800
01-04-2012,UNEMP15_Rate,5.331510595,NewYork,81600,181200,9509500,8685800,407100,823700,507000,480800
01-04-2012,UNEMPLOY_Rate,8.661864451,NewYork,81600,181200,9509500,8685800,407100,823700,507000,480800
01-04-2012,JOBLOS_Rate,5.055996635,NewYork,81600,181200,9509500,8685800,407100,823700,507000,480800
01-07-2012,ALLMARGAT_Rate,1.808430245,NewYork,71400,172300,9527600,8687600,427200,840000,524300,491300
01-07-2012,EMPLOY_Rate,91.183508963,NewYork,71400,172300,9527600,8687600,427200,840000,524300,491300
01-07-2012,INVOLPTEMP_Rate,4.483815441,NewYork,71400,172300,9527600,8687600,427200,840000,524300,491300
01-07-2012,UNEMP15_Rate,5.502959822,NewYork,71400,172300,9527600,8687600,427200,840000,524300,491300
01-07-2012,UNEMPLOY_Rate,8.816491037,NewYork,71400,172300,9527600,8687600,427200,840000,524300,491300
01-07-2012,JOBLOS_Rate,5.156597674,NewYork,71400,172300,9527600,8687600,427200,840000,524300,491300
01-10-2012,ALLMARGAT_Rate,1.853363473,NewYork,69300,177100,9555600,8726000,439600,829600,520800,480800
01-10-2012,EMPLOY_Rate,91.318179915,NewYork,69300,177100,9555600,8726000,439600,829600,520800,480800
01-10-2012,INVOLPTEMP_Rate,4.600443719,NewYork,69300,177100,9555600,8726000,439600,829600,520800,480800
01-10-2012,UNEMP15_Rate,5.450207208,NewYork,69300,177100,9555600,8726000,439600,829600,520800,480800
01-10-2012,UNEMPLOY_Rate,8.681820085,NewYork,69300,177100,9555600,8726000,439600,829600,520800,480800
01-10-2012,JOBLOS_Rate,5.031604504,NewYork,69300,177100,9555600,8726000,439600,829600,520800,480800
01-01-2013,ALLMARGAT_Rate,1.840734205,NewYork,66000,176300,9577700,8766400,446800,811300,502800,472400
01-01-2013,EMPLOY_Rate,91.529281560,NewYork,66000,176300,9577700,8766400,446800,811300,502800,472400
01-01-2013,INVOLPTEMP_Rate,4.665003080,NewYork,66000,176300,9577700,8766400,446800,811300,502800,472400
01-01-2013,UNEMP15_Rate,5.249694603,NewYork,66000,176300,9577700,8766400,446800,811300,502800,472400
01-01-2013,UNEMPLOY_Rate,8.470718440,NewYork,66000,176300,9577700,8766400,446800,811300,502800,472400
01-01-2013,JOBLOS_Rate,4.932290633,NewYork,66000,176300,9577700,8766400,446800,811300,502800,472400
01-04-2013,ALLMARGAT_Rate,1.854923685,NewYork,69700,177800,9585300,8817100,444700,768200,468800,461100
01-04-2013,EMPLOY_Rate,91.985644685,NewYork,69700,177800,9585300,8817100,444700,768200,468800,461100
01-04-2013,INVOLPTEMP_Rate,4.639395741,NewYork,69700,177800,9585300,8817100,444700,768200,468800,461100
01-04-2013,UNEMP15_Rate,4.890822405,NewYork,69700,177800,9585300,8817100,444700,768200,468800,461100
01-04-2013,UNEMPLOY_Rate,8.014355315,NewYork,69700,177800,9585300,8817100,444700,768200,468800,461100
01-04-2013,JOBLOS_Rate,4.810491064,NewYork,69700,177800,9585300,8817100,444700,768200,468800,461100
01-07-2013,ALLMARGAT_Rate,1.860566358,NewYork,71700,179500,9647600,8890300,449600,757300,456800,443900
01-07-2013,EMPLOY_Rate,92.150379369,NewYork,71700,179500,9647600,8890300,449600,757300,456800,443900
01-07-2013,INVOLPTEMP_Rate,4.660226378,NewYork,71700,179500,9647600,8890300,449600,757300,456800,443900
01-07-2013,UNEMP15_Rate,4.734856337,NewYork,71700,179500,9647600,8890300,449600,757300,456800,443900
01-07-2013,UNEMPLOY_Rate,7.849620631,NewYork,71700,179500,9647600,8890300,449600,757300,456800,443900
01-07-2013,JOBLOS_Rate,4.601144326,NewYork,71700,179500,9647600,8890300,449600,757300,456800,443900
01-10-2013,ALLMARGAT_Rate,1.745202503,NewYork,68000,168700,9666500,8930200,453400,736300,443900,434200
01-10-2013,EMPLOY_Rate,92.382972120,NewYork,68000,168700,9666500,8930200,453400,736300,443900,434200
01-10-2013,INVOLPTEMP_Rate,4.690425697,NewYork,68000,168700,9666500,8930200,453400,736300,443900,434200
01-10-2013,UNEMP15_Rate,4.592148140,NewYork,68000,168700,9666500,8930200,453400,736300,443900,434200
01-10-2013,UNEMPLOY_Rate,7.617027880,NewYork,68000,168700,9666500,8930200,453400,736300,443900,434200
01-10-2013,JOBLOS_Rate,4.491801583,NewYork,68000,168700,9666500,8930200,453400,736300,443900,434200
01-01-2014,ALLMARGAT_Rate,1.608748280,NewYork,60500,155500,9665900,8958400,453600,707500,431900,411000
01-01-2014,EMPLOY_Rate,92.680453967,NewYork,60500,155500,9665900,8958400,453600,707500,431900,411000
01-01-2014,INVOLPTEMP_Rate,4.692785980,NewYork,60500,155500,9665900,8958400,453600,707500,431900,411000
01-01-2014,UNEMP15_Rate,4.468285416,NewYork,60500,155500,9665900,8958400,453600,707500,431900,411000
01-01-2014,UNEMPLOY_Rate,7.319546033,NewYork,60500,155500,9665900,8958400,453600,707500,431900,411000
01-01-2014,JOBLOS_Rate,4.252061370,NewYork,60500,155500,9665900,8958400,453600,707500,431900,411000
